text,label
The rapporteur has pointed out to the House that in its common position the Council has accepted six of Parliament's ten amendments put forward at first reading and that the substance of Parliament's other amendments has been retained.,0
The rapporteur pointed out to the House that the Council had accepted in its common position six of the ten Parliamentary amendments tabled at first reading and that the essence of the other amendments had been taken into account.,1
My Group will therefore support the common position and looks forward to the enactment of the legislation which will provide us with yet another tool in our fight to make transport in the European Union as safe as possible.,0
I therefore hope that the Commission will adopt legislation which will provide us with another tool in our fight to increase transport security in the European Union to the greatest extent possible.,1
When it comes to safety my Group will always support any initiatives to improve transport safety.,0
"When it comes to safety, my Group will always support initiatives that increase transport safety.",1
We still have a lot of work to do in this area as recent events have proved.,0
"As recent events have shown, much remains to be done on this subject.",1
"Madam President, I would like to make a few comments.",0
"Madam President, I would like to make a few remarks.",1
"I would like, first of all, to thank the rapporteur for his exceptionally accurate and technical work on the report and, secondly, the Commission for the proposal it has submitted.",0
"Firstly, I want to thank the rapporteur for his extraordinarily precise and technical work on this report, and secondly, I want to thank the Commission for its proposal.",1
"We are concerned here with the harmonisation of examination requirements but also, in fact, with minimum requirements.",0
"It is a question of harmonizing the requirements for examinations, but we are actually talking about the minimum requirements.",1
"This is a pity, in a sense.",0
It's a shame in a way.,1
"This is important, but so is enforcement and there are, of course, a number of reasons why we need to pay particular attention to this.",0
"That is important, but so is control and there are of course several reasons why we should pay special attention to it.",1
"Just think of the road accidents which have occurred over recent years, for example in Belgium, the Netherlands and a number of other countries where lorries carrying dangerous goods continued to drive in foggy conditions when really they should have pulled off the road instead.",0
"Consider the road accidents of recent years, for example in Belgium, the Netherlands and some other countries where, in the face of fog, dangerous goods trucks were still on the road when they should have stopped at the time.",1
"Or ships from Eastern Europe which moor adjacent to ships over here, with all the obvious risks that this entails.",0
Or ships from Eastern Europe docked next to other vessels where there is a situation of more than obvious danger.,1
"Furthermore, it has transpired that research in the ports in Belgium, Finland, but also in Japan has shown that 50% of containers with partially dangerous cargo are not delivered correctly for shipment.",0
"In addition, research carried out in the ports of Belgium, Finland and Japan shows that 50% of containers containing partially dangerous goods are not delivered properly.",1
"In short, the issue is an important one.",0
"In other words, it is of great importance.",1
"If we look at the situation where safety advisers are concerned, in a number of countries it is compulsory to employ such safety advisers in companies as from 1 January of this year.",0
The situation of security advisers shows that in some countries it is compulsory for companies to have such security advisers as of 1 January this year.,1
"There will be major problems with enforcing this rule at present, especially with smaller companies, as these cannot afford safety advisors.",0
"At the moment this causes great control problems especially in small businesses, because they cannot afford it.",1
"These smaller companies either dispose of their cargo or mix it with other cargo, which causes problems.",0
"So, you either reject these goods or you mix them with others and that will cause some problems.",1
It is therefore also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses.,0
"An evaluation of these activities is therefore being requested in the form of annual reports, business analysis, which could eventually be incorporated into ISO 9002 certificates.",1
The work is done. All that remains is the business of enforcement.,0
"The rules are there, now it's control.",1
I would like to mention one final point.,0
Let me mention one last question.,1
"With regard to enforcement, proper agreements must also be concluded with the Eastern European countries because they will not enter into treaties which deal with this matter until 1 July 2001, that is to say in eighteen months' time.",0
"We must reach good agreements with the countries of Eastern Europe on controls, because until 1 July 2001, which is a year and a half from now, they will not be participating in the treaties on this subject.",1
This gives them a competitive edge for the interim period.,0
This gives them a temporary competitive advantage.,1
"Madam President, the importance of transport safety is highlighted on a regular basis in this Parliament and rightly so.",0
"Madam President, the importance of transport safety is regularly given in this Parliament and rightly so.",1
"The ever increasing volume of goods passing through Europe entails all kinds of risks, known and unknown, for employees and the social environment.",0
"The growing quantities of goods passing through Europe pose risks to our people and the social environment, which we are aware of and sometimes unconscious of.",1
Those having to deal with these risks should therefore meet stringent requirements.,0
The people who have to manage these risks must therefore meet high requirements.,1
"The relevant standards which have been laid down in another Directive, 95/35/EC, seem sufficiently adequate to advise people in a responsible manner on the organisation of the transport of dangerous goods.",0
"The rules which have been drawn up for this purpose in another Directive, 95/35/EC, seem adequate enough to give reasonable advice to people on the organisation of the transport of dangerous goods.",1
"I am very pleased that agreement has also been reached with the Council on minimum standards regarding examinations, although I would have preferred it if uniform, set standards and modules had been established, so that certificates would be of equal value internationally.",0
"I am pleased that there is also agreement with the Council on the minimum requirements for its examination, although I would have preferred that fixed and uniform standards had been created so that certificates were internationally equal.",1
"This, however, does not seem feasible.",0
"This, however, was not possible.",1
"Finally, the amendment tabled by the rapporteur is perfectly logical and I can, therefore, give it my wholehearted support.",0
"Finally, the amendment tabled by the rapporteur seems to me more than logical and therefore I fully support it.",1
"Mr President, Commissioner, I should first like to congratulate Mr Koch on his reports which, though technical, are nonetheless of very great significance for safety.",0
"Mr President, Commissioner, ladies and gentlemen, I would first of all like to congratulate our colleague Mr Koch on his reports, which may be technical reports but are of great importance for security.",1
I should like to make just a few comments.,0
I wish to make only a few points.,1
"Firstly, I should like to ask the Commissioner - and I am convinced that my request will fall on fertile ground - to ensure that more attention is paid to the issue of safety, be it on the roads, on the waterways or at sea.",0
"Firstly, I would ask the Commissioner - and I am sure that my wish falls on fertile soil - to pay more attention to the question of safety, whether on the road, on the railway or on the waterways.",1
"Considering that it is only today that we are dealing with a Commission proposal first made on 19 March 1998, even though Parliament responded relatively quickly, this time lag is a little too long.",0
When I see that the first amendment to the Commission was tabled on 19 March 1998 and that we are still dealing with this - and Parliament has reacted relatively quickly - the time frame is too long.,1
"This is not just the fault of the Commission, but I believe that we need to take action more quickly so as to achieve harmonisation in this area as well.",0
"This is not the fault of the Commission alone, but I think we must act more quickly and achieve greater harmonization on this point.",1
My second point has already been mentioned: it concerns the minimum standards.,0
The second point has also been mentioned already: the minimum standards.,1
"In principle, I believe that in many cases where transport is concerned we should be working towards increased flexibility and country-specific rules.",0
I am of the view that in many areas of transport we should strive for greater flexibility and for regulations drawn up by the countries.,1
"However, when it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.",0
"I am somewhat sceptical about security because security in Sweden, for example, is not, in principle, different from security in Germany, Italy or Austria.",1
"I can live with these minimum standards, but I would ask the Commission to monitor the situation very carefully.",0
"I can live by these minimum standards, but I ask the Commission to monitor the situation carefully and effectively.",1
Should flexibility of this kind result in there being inadequate rules in some countries then we should work towards greater harmonisation.,0
"If this kind of flexibility leads in some countries to insufficient regulation, further harmonisation should be undertaken.",1
"My third point has also been mentioned already. As you know, like Mr Rack, I come from a transit country, where this issue plays a particularly important role.",0
"The third point has also been mentioned: like our colleague Mr Rack, I come from a transit country where this issue plays a special role.",1
We do not want to make the conditions of competition worse for some countries unilaterally and improve them for countries such as Austria or other transit countries.,0
We do not want to make competition worse unilaterally for some countries and improve it for countries like Austria or other transit countries.,1
"But I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries or not.",0
"But I think we should all do everything we can to restrict the transport of dangerous goods and, by the way, in all countries, whether transit countries or not.",1
"We understand that it is important that the two institutions - Parliament and Commission - cooperate and work together and that the current cooperation with the Committee on Regional Policy, and in particular the transport group, is magnificent.",0
"We understand that the cooperation, the joint work of the two institutions - Parliament and the Commission - is important and that the cooperation with the Regional Policy Committee, and in particular with the transport group, is excellent.",1
"Very briefly, I would like to thank the various Members for their interventions and to tell you that safety is one of the Commission' s priorities in the field of transport.",0
I would like to briefly thank the various Members for their intervention and to tell the honourable Members that safety is a priority for the Commission in the field of transport.,1
"As Mr Simpson has said very correctly, this is a process which we can never take for granted or regard as having come to an end.",0
"And as Mr Simpson has rightly said, it can never be taken for granted or taken for granted or completed.",1
The process of increasing safety margins and safety guarantees in transport is a process which must be improved day by day.,0
"The process of increasing margins, ensuring transport safety is a process that must be improved day by day.",1
"In this regard, I would also like to refer very briefly to the problems of the tunnels, which Messrs Rack and Swoboda have referred to, which, in the case of Austria, is doubtless a very sensitive issue, and great effort should be made to improve their safety.",0
"In this respect, I would also like to refer very briefly to the problems of tunnels, which Mr Rack and Mr Swoboda have referred to, which is undoubtedly a very sensitive matter in Austria's case, and therefore efforts must be made to see how to increase its security.",1
"In one of the worst accidents to have occurred recently, the goods being transported were not dangerous in themselves.",0
"In one of the major accidents that have occurred recently, the goods transported were not dangerous in themselves.",1
"Margarine and a few kilos of paint which, in principle, do not present risks, led to a genuine disaster.",0
"The margarine and a few pounds of paint, which, in principle, posed no risks, caused a real catastrophe.",1
"Therefore, we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved.",0
It is therefore necessary to see how the requirements to ensure maximum security can be further refined.,1
"Finally, I would like to say that we have to consider safety in all types of transport.",0
"Finally, I would like to say that safety must be considered in all forms of transport.",1
"This week we will be holding a debate here on the safety of sea transport, in light of the Erika disaster, and in the course of this year we will have to discuss our objectives in terms of the safety of air transport.",0
"This week we will be having a debate here on maritime transport security, because of the Erika disaster, and we will have to discuss, throughout this year, the safety objectives of air transport.",1
But I would like to say that safety is a priority objective for the Commission.,0
"But I want to say, ladies and gentlemen, that security is a priority objective of the Commission.",1
"As I will say in the debate on the Erika disaster, we do not wait until there is a disaster to deal with the question of safety, but we work on it even when there are no such circumstances, which simply serve to demonstrate the urgency for an effective response to this type of problem.",0
"As I will say in the debate on Erika, we do not wait for a catastrophe to turn to the security aspect, but we work on it outside those circumstances, which all they do is show the urgency of an effective response to these kinds of problems.",1
"I would like to repeat my appreciation to all the speakers and especially to the rapporteur, Mr Koch.",0
"I would like to thank everyone who has intervened and especially the rapporteur, Mr Koch.",1
The debate is closed.,0
The debate is closed.,1
The vote will take place tomorrow at 12 p.m.,0
The vote will take place tomorrow at 12.00.,1
Transport of dangerous goods by road,0
Transport of dangerous goods by road,1
Delays in the CEN' s work are now making it difficult to apply this very directive.,0
"However, some delays in the work of the CEN are causing problems in the implementation of this Directive.",1
"In particular, annexes cannot be adapted to take account of technical and industrial developments.",0
